NR_SEQ_EXAME;NM_EXAME;CD_EXAME_INTEGRACAO;RESPOSTA
44008;Deteccao de Agentes de Meningites e Encefalites, PCR - Diversos (Matrix);PENCEF; Cod_exame = 44008 | Material= Diversos | Estab_liberado = Hospital do Coracao
43990;Detecção de Haemophilus Ducreyi por PCR, Tempo Real - Diversos (Matrix);HADUP; Cod_exame = 43990 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
43990;Detecção de Haemophilus Ducreyi por PCR, Tempo Real - Diversos (Matrix);HADUP; Cod_exame = 43990 | Material= Diversos | Estab_liberado = Hospital do Coracao
19046;Detecçao De HLA DR3 (Matrix);HLADR3; Cod_exame = 19046 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19046;Detecçao De HLA DR3 (Matrix);HLADR3; Cod_exame = 19046 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19045;Detecçao De HLA DR4 (Matrix);HLADR4; Cod_exame = 19045 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19045;Detecçao De HLA DR4 (Matrix);HLADR4; Cod_exame = 19045 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19144;Detecçao, de Poliomavirus, tipo JC, liquor (Matrix);POLLQ; Cod_exame = 19144 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
19144;Detecçao, de Poliomavirus, tipo JC, liquor (Matrix);POLLQ; Cod_exame = 19144 | Material= Líquor | Estab_liberado = Hospital do Coracao
44015;Detecção de Treponema Pallidum, PCR em Tempo Real - Diversos (Matrix);TREP; Cod_exame = 44015 | Material= Diversos | Estab_liberado = Hospital do Coracao
44015;Detecção de Treponema Pallidum, PCR em Tempo Real - Diversos (Matrix);TREP; Cod_exame = 44015 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19317;Detecçao de Virus Oropouche, por PCR em Tempo Real (Matrix);OROVPCR; Cod_exame = 19317 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19317;Detecçao de Virus Oropouche, por PCR em Tempo Real (Matrix);OROVPCR; Cod_exame = 19317 | Material= Diversos | Estab_liberado = Hospital do Coracao
19358;Detecçao Dos Genes, Bla-Kpc,Bla-Ndm,Blaoxa-48 e Blaoxa-48-Like (Matrix);KPCPCR; Cod_exame = 19358 | Material= Cepa bacteriana | Estab_liberado = Hospital Santa Luzia
19358;Detecçao Dos Genes, Bla-Kpc,Bla-Ndm,Blaoxa-48 e Blaoxa-48-Like (Matrix);KPCPCR; Cod_exame = 19358 | Material= Cepa bacteriana | Estab_liberado = Hospital do Coracao
19451;Deteccao Toxina Clostridium Botulinum - Fezes (Matrix);BTTXF; Cod_exame = 19451 | Material= Fezes | Estab_liberado = Hospital do Coracao
19451;Deteccao Toxina Clostridium Botulinum - Fezes (Matrix);BTTXF; Cod_exame = 19451 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
18279;DHT - Dihidrotestosterona (Matrix);DHT; Cod_exame = 18279 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18279;DHT - Dihidrotestosterona (Matrix);DHT; Cod_exame = 18279 | Material= Soro | Estab_liberado = Hospital do Coracao
19605;Diabetes Tipo Mody, Confirmaçao (Matrix);CONFMODY; Cod_exame = 19605 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19605;Diabetes Tipo Mody, Confirmaçao (Matrix);CONFMODY; Cod_exame = 19605 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
43991;Diagnóstico de Histoplasmose, PCR em Tempo Real (Matrix);HISTOPCR; Cod_exame = 43991 | Material= Diversos | Estab_liberado = Hospital do Coracao
43991;Diagnóstico de Histoplasmose, PCR em Tempo Real (Matrix);HISTOPCR; Cod_exame = 43991 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19606;Diagnostico Molecular Rapido, de Diarreias Infecciosas - Fezes (Matrix);DIAMOL; Cod_exame = 19606 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
19606;Diagnostico Molecular Rapido, de Diarreias Infecciosas - Fezes (Matrix);DIAMOL; Cod_exame = 19606 | Material= Fezes | Estab_liberado = Hospital do Coracao
18235;Diazepan (Matrix);DIAZE; Cod_exame = 18235 | Material= Soro | Estab_liberado = Hospital do Coracao
18235;Diazepan (Matrix);DIAZE; Cod_exame = 18235 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18086;Digoxina (Matrix);DIG; Cod_exame = 18086 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18086;Digoxina (Matrix);DIG; Cod_exame = 18086 | Material= Soro | Estab_liberado = Hospital do Coracao
19318;Dihidro-Rodamina, Oxidaçao, Teste (Matrix);OXIRODA; Cod_exame = 19318 | Material= Sangue | Estab_liberado = Hospital do Coracao
19318;Dihidro-Rodamina, Oxidaçao, Teste (Matrix);OXIRODA; Cod_exame = 19318 | Material= Sangue | Estab_liberado = Hospital Santa Luzia
18087;Dimero D (Matrix);DIM; Cod_exame = 18087 | Material= Plasma | Estab_liberado = Hospital do Coracao
18087;Dimero D (Matrix);DIM; Cod_exame = 18087 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
19365;Disfibrinogenemia, Pesquisa (Matrix);DISFIBRI; Cod_exame = 19365 | Material= Plasma | Estab_liberado = Hospital do Coracao
19365;Disfibrinogenemia, Pesquisa (Matrix);DISFIBRI; Cod_exame = 19365 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
18236;Dismorfismo Eritrocitario (Matrix);DIS; Cod_exame = 18236 | Material= Urina | Estab_liberado = Hospital do Coracao
18236;Dismorfismo Eritrocitario (Matrix);DIS; Cod_exame = 18236 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19568;Disopiramida (Matrix);DISOPIR; Cod_exame = 19568 | Material= Plasma | Estab_liberado = Hospital do Coracao
19568;Disopiramida (Matrix);DISOPIR; Cod_exame = 19568 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
19607;Distrofia Miotonica - Tipo 2, DM2 (Matrix);DM2; Cod_exame = 19607 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19607;Distrofia Miotonica - Tipo 2, DM2 (Matrix);DM2; Cod_exame = 19607 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19608;Doença de Charcot-Marie, Tooth Extendida (Matrix);CHAMARIE; Cod_exame = 19608 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19608;Doença de Charcot-Marie, Tooth Extendida (Matrix);CHAMARIE; Cod_exame = 19608 | Material= Diversos | Estab_liberado = Hospital do Coracao
19609;Doença de Charcot-Marie-Tooth - Varios Materiais (Matrix);CHARMTDI; Cod_exame = 19609 | Material= Diversos | Estab_liberado = Hospital do Coracao
19609;Doença de Charcot-Marie-Tooth - Varios Materiais (Matrix);CHARMTDI; Cod_exame = 19609 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19145;Doença de Charcot-Marie-Tooth, Varios Materiais (Matrix);CMARIETO; Cod_exame = 19145 | Material= Swab | Estab_liberado = Hospital do Coracao
19145;Doença de Charcot-Marie-Tooth, Varios Materiais (Matrix);CMARIETO; Cod_exame = 19145 | Material= Diversos | Estab_liberado = Hospital do Coracao
19145;Doença de Charcot-Marie-Tooth, Varios Materiais (Matrix);CMARIETO; Cod_exame = 19145 | Material= Saliva | Estab_liberado = Hospital do Coracao
19145;Doença de Charcot-Marie-Tooth, Varios Materiais (Matrix);CMARIETO; Cod_exame = 19145 | Material= Sangue | Estab_liberado = Hospital do Coracao
19145;Doença de Charcot-Marie-Tooth, Varios Materiais (Matrix);CMARIETO; Cod_exame = 19145 | Material= Sangue | Estab_liberado = Hospital Santa Luzia
19145;Doença de Charcot-Marie-Tooth, Varios Materiais (Matrix);CMARIETO; Cod_exame = 19145 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19145;Doença de Charcot-Marie-Tooth, Varios Materiais (Matrix);CMARIETO; Cod_exame = 19145 | Material= Swab | Estab_liberado = Hospital Santa Luzia
19145;Doença de Charcot-Marie-Tooth, Varios Materiais (Matrix);CMARIETO; Cod_exame = 19145 | Material= Saliva | Estab_liberado = Hospital Santa Luzia
19610;Doença de Wilson - Varios Materiais (Matrix);WILSON; Cod_exame = 19610 | Material= Diversos | Estab_liberado = Hospital do Coracao
19610;Doença de Wilson - Varios Materiais (Matrix);WILSON; Cod_exame = 19610 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19611;Doença Inflamatoria, Intestinal Precoce (Matrix);DIIPSEQ; Cod_exame = 19611 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19611;Doença Inflamatoria, Intestinal Precoce (Matrix);DIIPSEQ; Cod_exame = 19611 | Material= Diversos | Estab_liberado = Hospital do Coracao
19612;Dosagem de Adalimumab - Soro (Matrix);ADALIM; Cod_exame = 19612 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19612;Dosagem de Adalimumab - Soro (Matrix);ADALIM; Cod_exame = 19612 | Material= Soro | Estab_liberado = Hospital do Coracao
19613;Dosagem de Infliximab - Soro (Matrix);INFLIX; Cod_exame = 19613 | Material= Soro | Estab_liberado = Hospital do Coracao
19613;Dosagem de Infliximab - Soro (Matrix);INFLIX; Cod_exame = 19613 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19146;Dosagem de Infliximab, soro (Matrix);FLIX; Cod_exame = 19146 | Material= Soro | Estab_liberado = Hospital do Coracao
19146;Dosagem de Infliximab, soro (Matrix);FLIX; Cod_exame = 19146 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19614;Dosagem de Risperidona e Metabolitos - Soro (Matrix);RISPE; Cod_exame = 19614 | Material= Soro | Estab_liberado = Hospital do Coracao
19614;Dosagem de Risperidona e Metabolitos - Soro (Matrix);RISPE; Cod_exame = 19614 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19575;Doxepina, Dosagem (Matrix);DOXEPINA; Cod_exame = 19575 | Material= Soro | Estab_liberado = Hospital do Coracao
19575;Doxepina, Dosagem (Matrix);DOXEPINA; Cod_exame = 19575 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19549;Drogas de Abuso - 7 Drogas (Triagem Toxicologica) - Urina (Matrix);DRABUR7; Cod_exame = 19549 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19549;Drogas de Abuso - 7 Drogas (Triagem Toxicologica) - Urina (Matrix);DRABUR7; Cod_exame = 19549 | Material= Urina | Estab_liberado = Hospital do Coracao
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Urina | Estab_liberado = Hospital do Coracao
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Secreção Uretral | Estab_liberado = Hospital Santa Luzia
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Secreção Uretral | Estab_liberado = Hospital do Coracao
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Secreção Vaginal | Estab_liberado = Hospital do Coracao
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Secreção Vulvar | Estab_liberado = Hospital Santa Luzia
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Secreção Endocervical | Estab_liberado = Hospital Santa Luzia
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Secreção Vaginal | Estab_liberado = Hospital Santa Luzia
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Semên | Estab_liberado = Hospital Santa Luzia
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Secreção Vulvar | Estab_liberado = Hospital do Coracao
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Semên | Estab_liberado = Hospital do Coracao
19188;DST - Doenças Sexualmente Transmissiveis Pcr (Matrix);DSTPCR; Cod_exame = 19188 | Material= Secreção Endocervical | Estab_liberado = Hospital do Coracao
19576;Echinococcus (Hidatidose), Pesquisa IGG  (Matrix);EQIGG; Cod_exame = 19576 | Material= Soro | Estab_liberado = Hospital do Coracao
19576;Echinococcus (Hidatidose), Pesquisa IGG  (Matrix);EQIGG; Cod_exame = 19576 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19459;Echinococcus (Hidatidose), Pesquisa IGG (Matrix);EQIGG; Cod_exame = 19459 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19459;Echinococcus (Hidatidose), Pesquisa IGG (Matrix);EQIGG; Cod_exame = 19459 | Material= Soro | Estab_liberado = Hospital do Coracao
18797;Echovirus Igg  Anticorpos Anti (Matrix);ECHOG; Cod_exame = 18797 | Material= Soro | Estab_liberado = Hospital do Coracao
18797;Echovirus Igg  Anticorpos Anti (Matrix);ECHOG; Cod_exame = 18797 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18798;Echovirus Igm  Anticorpos Anti (Matrix);ECHOM; Cod_exame = 18798 | Material= Soro | Estab_liberado = Hospital do Coracao
18798;Echovirus Igm  Anticorpos Anti (Matrix);ECHOM; Cod_exame = 18798 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18799;Elastase Fecal (Matrix);ELASP; Cod_exame = 18799 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
18799;Elastase Fecal (Matrix);ELASP; Cod_exame = 18799 | Material= Fezes | Estab_liberado = Hospital do Coracao
18088;Eletroforese De Hemoglobina - Sangue (Matrix);EHB; Cod_exame = 18088 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
18088;Eletroforese De Hemoglobina - Sangue (Matrix);EHB; Cod_exame = 18088 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
18089;Eletroforese De Lipoproteinas - Sangue (Matrix);EFL; Cod_exame = 18089 | Material= Soro | Estab_liberado = Hospital do Coracao
18089;Eletroforese De Lipoproteinas - Sangue (Matrix);EFL; Cod_exame = 18089 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18090;Eletroforese De Proteinas - Amostra Urinaria (Matrix);ELPRU; Cod_exame = 18090 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18090;Eletroforese De Proteinas - Amostra Urinaria (Matrix);ELPRU; Cod_exame = 18090 | Material= Urina | Estab_liberado = Hospital do Coracao
18237;Eletroforese de Proteinas - Liquor (Matrix);LC3; Cod_exame = 18237 | Material= Líquor | Estab_liberado = Hospital do Coracao
18237;Eletroforese de Proteinas - Liquor (Matrix);LC3; Cod_exame = 18237 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
18091;Eletroforese De Proteinas - Sangue (Matrix);EPR; Cod_exame = 18091 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18091;Eletroforese De Proteinas - Sangue (Matrix);EPR; Cod_exame = 18091 | Material= Soro | Estab_liberado = Hospital do Coracao
18800;Eletroforese De Proteinas - Urina 24H (Matrix);EPU; Cod_exame = 18800 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18800;Eletroforese De Proteinas - Urina 24H (Matrix);EPU; Cod_exame = 18800 | Material= Urina | Estab_liberado = Hospital do Coracao
44005;Encefalites Autoimunes, Pesquisa de Autoanticorpos - Liquor (Matrix);PAACEN; Cod_exame = 44005 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
44005;Encefalites Autoimunes, Pesquisa de Autoanticorpos - Liquor (Matrix);PAACEN; Cod_exame = 44005 | Material= Líquor | Estab_liberado = Hospital do Coracao
19096;Enolase Neuronio Especifica (Matrix);ENE; Cod_exame = 19096 | Material= Soro | Estab_liberado = Hospital do Coracao
19096;Enolase Neuronio Especifica (Matrix);ENE; Cod_exame = 19096 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18801;Entamoeba Histolytica - Anticorpos Igg Anti (Matrix);EHISG; Cod_exame = 18801 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18801;Entamoeba Histolytica - Anticorpos Igg Anti (Matrix);EHISG; Cod_exame = 18801 | Material= Soro | Estab_liberado = Hospital do Coracao
18802;Entamoeba Histolytica - Anticorpos Igm Anti (Matrix) ;EHISM; Cod_exame = 18802 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18802;Entamoeba Histolytica - Anticorpos Igm Anti (Matrix) ;EHISM; Cod_exame = 18802 | Material= Soro | Estab_liberado = Hospital do Coracao
18280;Entamoeba Histolytica - Antigeno - Fezes (Matrix);EHFE; Cod_exame = 18280 | Material= Fezes | Estab_liberado = Hospital do Coracao
18280;Entamoeba Histolytica - Antigeno - Fezes (Matrix);EHFE; Cod_exame = 18280 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
18238;Entamoeba Histolytica - Pesquisa (Matrix);ETHIS; Cod_exame = 18238 | Material= Fezes | Estab_liberado = Hospital do Coracao
18238;Entamoeba Histolytica - Pesquisa (Matrix);ETHIS; Cod_exame = 18238 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
41610;Entamoeba Histolytica, Antígeno, Abscesso Hepático (Matrix);AMEBAX; Cod_exame = 41610 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
41610;Entamoeba Histolytica, Antígeno, Abscesso Hepático (Matrix);AMEBAX; Cod_exame = 41610 | Material= Diversos | Estab_liberado = Hospital do Coracao
19832;Enterobius Vermicularis, Oxiurus - Fezes (Matrix);OXI; Cod_exame = 19832 | Material= Fezes | Estab_liberado = Hospital do Coracao
19832;Enterobius Vermicularis, Oxiurus - Fezes (Matrix);OXI; Cod_exame = 19832 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Fezes | Estab_liberado = Hospital do Coracao
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Líquor | Estab_liberado = Hospital do Coracao
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Plasma | Estab_liberado = Hospital do Coracao
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Líquido Pericardico | Estab_liberado = Hospital Santa Luzia
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Líquido Pericardico | Estab_liberado = Hospital do Coracao
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Diversos | Estab_liberado = Hospital do Coracao
18281;Enterovirus - PCR Qualitativo - Diversos (Matrix);ENTPCR; Cod_exame = 18281 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
18282;Enterovirus - PCR Qualitativo - Sangue (Matrix);ENTPCRS; Cod_exame = 18282 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital do Coracao
18282;Enterovirus - PCR Qualitativo - Sangue (Matrix);ENTPCRS; Cod_exame = 18282 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital Santa Luzia
19509;Enterovirus, Anticorpos, Painel - Varios Materiais (Matrix);ENTEPDIV; Cod_exame = 19509 | Material= Diversos | Estab_liberado = Hospital do Coracao
19509;Enterovirus, Anticorpos, Painel - Varios Materiais (Matrix);ENTEPDIV; Cod_exame = 19509 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19147;Enterovirus, Anticorpos (painel) (Matrix);PMHVE; Cod_exame = 19147 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19147;Enterovirus, Anticorpos (painel) (Matrix);PMHVE; Cod_exame = 19147 | Material= Soro | Estab_liberado = Hospital do Coracao
19147;Enterovirus, Anticorpos (painel) (Matrix);PMHVE; Cod_exame = 19147 | Material= Diversos | Estab_liberado = Hospital do Coracao
19147;Enterovirus, Anticorpos (painel) (Matrix);PMHVE; Cod_exame = 19147 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19147;Enterovirus, Anticorpos (painel) (Matrix);PMHVE; Cod_exame = 19147 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
19147;Enterovirus, Anticorpos (painel) (Matrix);PMHVE; Cod_exame = 19147 | Material= Líquor | Estab_liberado = Hospital do Coracao
18804;Enzima Conversora De Angiotensina - Liquor (Matrix);ECAL; Cod_exame = 18804 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
18804;Enzima Conversora De Angiotensina - Liquor (Matrix);ECAL; Cod_exame = 18804 | Material= Líquor | Estab_liberado = Hospital do Coracao
18803;Enzima Conversora De Angiotensina (Matrix);ECA; Cod_exame = 18803 | Material= SORO CONGELADO | Estab_liberado = Hospital do Coracao
18803;Enzima Conversora De Angiotensina (Matrix);ECA; Cod_exame = 18803 | Material= SORO CONGELADO | Estab_liberado = Hospital Santa Luzia
18805;Eosinofilo - Pesquisa Fezes (Matrix);EOF; Cod_exame = 18805 | Material= Fezes | Estab_liberado = Hospital do Coracao
18805;Eosinofilo - Pesquisa Fezes (Matrix);EOF; Cod_exame = 18805 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
19189;Eosinofilo, Pesquisa - Diversos (Matrix);EOM; Cod_exame = 19189 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
19189;Eosinofilo, Pesquisa - Diversos (Matrix);EOM; Cod_exame = 19189 | Material= Fezes | Estab_liberado = Hospital do Coracao
19189;Eosinofilo, Pesquisa - Diversos (Matrix);EOM; Cod_exame = 19189 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19189;Eosinofilo, Pesquisa - Diversos (Matrix);EOM; Cod_exame = 19189 | Material= Urina | Estab_liberado = Hospital do Coracao
19657;Epilepsia Acionavel (Matrix);EPILEAC; Cod_exame = 19657 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19657;Epilepsia Acionavel (Matrix);EPILEAC; Cod_exame = 19657 | Material= Diversos | Estab_liberado = Hospital do Coracao
19148;Epilepsia Completo, Varios Materiais (Matrix);EPPI; Cod_exame = 19148 | Material= Sangue | Estab_liberado = Hospital Santa Luzia
19148;Epilepsia Completo, Varios Materiais (Matrix);EPPI; Cod_exame = 19148 | Material= Sangue | Estab_liberado = Hospital do Coracao
19148;Epilepsia Completo, Varios Materiais (Matrix);EPPI; Cod_exame = 19148 | Material= Saliva | Estab_liberado = Hospital do Coracao
19148;Epilepsia Completo, Varios Materiais (Matrix);EPPI; Cod_exame = 19148 | Material= Saliva | Estab_liberado = Hospital Santa Luzia
19148;Epilepsia Completo, Varios Materiais (Matrix);EPPI; Cod_exame = 19148 | Material= Swab | Estab_liberado = Hospital Santa Luzia
19148;Epilepsia Completo, Varios Materiais (Matrix);EPPI; Cod_exame = 19148 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19148;Epilepsia Completo, Varios Materiais (Matrix);EPPI; Cod_exame = 19148 | Material= Diversos | Estab_liberado = Hospital do Coracao
19148;Epilepsia Completo, Varios Materiais (Matrix);EPPI; Cod_exame = 19148 | Material= Swab | Estab_liberado = Hospital do Coracao
19658;Epilepsia Infantil (Matrix);EPILEINF; Cod_exame = 19658 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19658;Epilepsia Infantil (Matrix);EPILEINF; Cod_exame = 19658 | Material= Diversos | Estab_liberado = Hospital do Coracao
18239;Epstein BAAR - IGG (Matrix);EPBG; Cod_exame = 18239 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18239;Epstein BAAR - IGG (Matrix);EPBG; Cod_exame = 18239 | Material= Soro | Estab_liberado = Hospital do Coracao
18240;Epstein BAAR - IGM (Matrix);EPBM; Cod_exame = 18240 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18240;Epstein BAAR - IGM (Matrix);EPBM; Cod_exame = 18240 | Material= Soro | Estab_liberado = Hospital do Coracao
19174;Epstein Barr - Pcr Qualititativo - Diversos (Matrix);EPBQLD; Cod_exame = 19174 | Material= Aspirado Broncoalveolar | Estab_liberado = Hospital Santa Luzia
19174;Epstein Barr - Pcr Qualititativo - Diversos (Matrix);EPBQLD; Cod_exame = 19174 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
19174;Epstein Barr - Pcr Qualititativo - Diversos (Matrix);EPBQLD; Cod_exame = 19174 | Material= Biópsia Fresca | Estab_liberado = Hospital Santa Luzia
19174;Epstein Barr - Pcr Qualititativo - Diversos (Matrix);EPBQLD; Cod_exame = 19174 | Material= Aspirado Broncoalveolar | Estab_liberado = Hospital do Coracao
19174;Epstein Barr - Pcr Qualititativo - Diversos (Matrix);EPBQLD; Cod_exame = 19174 | Material= Líquor | Estab_liberado = Hospital do Coracao
19174;Epstein Barr - Pcr Qualititativo - Diversos (Matrix);EPBQLD; Cod_exame = 19174 | Material= Biópsia Fresca | Estab_liberado = Hospital do Coracao
18806;Epstein Barr - Pcr Qualititativo - Sangue (Matrix);EPBQLS; Cod_exame = 18806 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18806;Epstein Barr - Pcr Qualititativo - Sangue (Matrix);EPBQLS; Cod_exame = 18806 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18241;Epstein BARR - PCR Quantitativo - Diversos (Matrix);EPBQT; Cod_exame = 18241 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18241;Epstein BARR - PCR Quantitativo - Diversos (Matrix);EPBQT; Cod_exame = 18241 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18807;Epstein Barr - Pcr Quantitativo - Sangue (Matrix);EPBQTS; Cod_exame = 18807 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18807;Epstein Barr - Pcr Quantitativo - Sangue (Matrix);EPBQTS; Cod_exame = 18807 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
19319;Epstein-Barr Virus, Anticorpo Anti Antigeno Precoce (Matrix);AAGVIREB; Cod_exame = 19319 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19319;Epstein-Barr Virus, Anticorpo Anti Antigeno Precoce (Matrix);AAGVIREB; Cod_exame = 19319 | Material= Soro | Estab_liberado = Hospital do Coracao
19460;Epstein-Barr Virus, Avidez De IGG (Matrix);EPBAV; Cod_exame = 19460 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19460;Epstein-Barr Virus, Avidez De IGG (Matrix);EPBAV; Cod_exame = 19460 | Material= Soro | Estab_liberado = Hospital do Coracao
19813;Epstein-Barr Virus, Hibridizaçao In Situ (Matrix);EBVHB; Cod_exame = 19813 | Material= Diversos | Estab_liberado = Hospital do Coracao
19813;Epstein-Barr Virus, Hibridizaçao In Situ (Matrix);EBVHB; Cod_exame = 19813 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19149;Epstein-Barr Virus, Hibridizaçao in situ (Matrix);EBVHB; Cod_exame = 19149 | Material= Fragmento de Tecido | Estab_liberado = Hospital do Coracao
19149;Epstein-Barr Virus, Hibridizaçao in situ (Matrix);EBVHB; Cod_exame = 19149 | Material= Fragmento | Estab_liberado = Hospital Santa Luzia
19149;Epstein-Barr Virus, Hibridizaçao in situ (Matrix);EBVHB; Cod_exame = 19149 | Material= Fragmento de Tecido | Estab_liberado = Hospital Santa Luzia
